Date,Open,High,Low,Close,Adj Close,Volume
2021-01-21,1733.000000,1733.000000,1655.150024,1665.900024,1665.900024,34110
2021-01-22,1683.000000,1708.250000,1654.250000,1694.449951,1694.449951,101532
2021-01-25,1715.000000,1722.000000,1657.599976,1662.349976,1662.349976,24807
2021-01-27,1662.349976,1674.750000,1625.000000,1639.699951,1639.699951,20584
2021-01-28,1619.949951,1639.650024,1607.750000,1633.849976,1633.849976,46139
2021-01-29,1639.599976,1654.099976,1594.250000,1604.800049,1604.800049,24268
2021-02-01,1630.000000,1695.000000,1584.349976,1685.050049,1685.050049,46647
2021-02-02,1690.000000,1784.250000,1690.000000,1763.599976,1763.599976,127857
2021-02-03,1780.650024,1783.949951,1721.449951,1727.349976,1727.349976,37109
2021-02-04,1732.000000,1760.650024,1717.000000,1749.500000,1749.500000,24172
2021-02-05,1760.000000,1761.400024,1715.449951,1723.449951,1723.449951,40072
2021-02-08,1724.000000,1776.250000,1724.000000,1763.500000,1763.500000,55233
2021-02-09,1768.000000,1778.599976,1754.449951,1761.250000,1761.250000,25913
2021-02-10,1774.000000,1801.099976,1747.199951,1764.750000,1764.750000,57732
2021-02-11,1765.099976,1790.000000,1744.400024,1776.250000,1776.250000,69353
2021-02-12,1750.000000,1812.349976,1742.400024,1766.449951,1766.449951,149764
2021-02-15,1796.000000,1797.949951,1767.349976,1788.250000,1788.250000,51259
2021-02-16,1794.900024,1842.449951,1789.900024,1819.550049,1819.550049,96567
2021-02-17,1826.800049,1836.750000,1808.000000,1819.650024,1819.650024,32633
2021-02-18,1830.000000,1835.000000,1777.000000,1788.599976,1788.599976,22306
2021-02-19,1799.900024,1799.900024,1736.300049,1747.599976,1747.599976,27826
2021-02-22,1751.000000,1754.099976,1690.000000,1698.650024,1698.650024,43560
2021-02-23,1711.000000,1724.550049,1686.750000,1696.750000,1696.750000,22811
2021-02-24,1700.000000,1790.000000,1700.000000,1726.250000,1726.250000,82125
2021-02-25,1760.000000,1810.000000,1730.150024,1801.599976,1801.599976,37816
2021-02-26,1754.699951,1850.000000,1714.000000,1732.949951,1732.949951,123903
2021-03-01,1750.000000,1779.449951,1727.250000,1775.250000,1775.250000,36169
2021-03-02,1766.150024,1812.000000,1760.000000,1771.750000,1771.750000,42976
2021-03-03,1790.800049,1817.500000,1774.599976,1796.349976,1796.349976,21925
2021-03-04,1779.000000,1862.650024,1770.250000,1854.800049,1854.800049,44586
2021-03-05,1854.800049,1893.800049,1814.000000,1822.949951,1822.949951,93057
2021-03-08,1847.000000,1851.699951,1813.550049,1825.050049,1825.050049,25288
2021-03-09,1827.500000,1857.699951,1796.800049,1826.349976,1826.349976,29264
2021-03-10,1835.000000,1842.000000,1812.650024,1835.050049,1835.050049,18871
2021-03-12,1848.000000,1848.000000,1782.000000,1787.050049,1787.050049,37198
2021-03-15,1797.150024,1797.250000,1741.650024,1767.800049,1767.800049,15442
2021-03-16,1769.900024,1788.550049,1761.800049,1765.650024,1765.650024,19179
2021-03-17,1754.050049,1777.199951,1721.349976,1729.000000,1729.000000,18325
2021-03-18,1743.000000,1747.500000,1711.550049,1732.000000,1732.000000,23364
2021-03-19,1714.000000,1769.699951,1690.849976,1751.400024,1751.400024,63840
2021-03-22,1765.000000,1872.000000,1759.300049,1859.349976,1859.349976,104824
2021-03-23,1862.900024,1924.500000,1840.199951,1910.550049,1910.550049,73023
2021-03-24,1910.000000,1922.000000,1887.099976,1891.300049,1891.300049,36842
2021-03-25,1910.000000,1910.000000,1843.650024,1850.300049,1850.300049,24723
