Date,Open,High,Low,Close,Adj Close,Volume
2021-08-09,2379.449951,2395.000000,2374.850098,2384.500000,2297.781006,921476
2021-08-10,2394.000000,2394.000000,2359.100098,2381.800049,2295.179199,1061370
2021-08-11,2390.000000,2395.000000,2362.199951,2390.449951,2303.514404,1300594
2021-08-12,2395.000000,2413.500000,2377.449951,2392.300049,2305.297363,1226064
2021-08-13,2401.000000,2409.649902,2388.000000,2404.500000,2317.053467,1033159
2021-08-16,2404.000000,2436.850098,2392.649902,2426.399902,2338.156738,1146309
2021-08-17,2433.000000,2487.449951,2431.050049,2483.800049,2393.469727,1921902
2021-08-18,2485.000000,2500.000000,2454.000000,2486.050049,2395.637939,1545643
2021-08-20,2490.000000,2630.000000,2476.000000,2619.399902,2524.137939,5779927
2021-08-23,2625.000000,2672.850098,2594.500000,2634.149902,2538.351563,2163220
2021-08-24,2634.000000,2658.000000,2610.000000,2633.000000,2537.243652,1482854
2021-08-25,2632.000000,2666.449951,2620.649902,2645.000000,2548.807129,1746570
2021-08-26,2631.000000,2697.800049,2631.000000,2666.399902,2569.428711,2117291
2021-08-27,2669.000000,2690.000000,2651.100098,2677.949951,2580.558350,1176229
2021-08-30,2691.600098,2705.750000,2671.600098,2687.699951,2589.954102,1168190
2021-08-31,2687.899902,2737.449951,2675.649902,2724.100098,2625.030518,2535891
2021-09-01,2745.000000,2775.000000,2715.000000,2732.899902,2633.510254,1775792
2021-09-02,2748.000000,2810.000000,2730.149902,2801.050049,2699.181885,1946183
2021-09-03,2802.199951,2808.750000,2756.000000,2766.699951,2666.080811,1561823
2021-09-06,2790.000000,2825.000000,2775.300049,2780.600098,2679.475830,1444978
2021-09-07,2788.600098,2808.699951,2770.000000,2777.699951,2676.681152,1219915
2021-09-08,2788.899902,2810.000000,2765.100098,2800.899902,2699.037109,946711
2021-09-09,2782.000000,2823.649902,2782.000000,2810.649902,2708.432617,879454
2021-09-13,2797.500000,2822.449951,2775.000000,2786.350098,2685.016602,1341412
2021-09-14,2802.000000,2804.000000,2751.050049,2762.550049,2662.082275,1755061
2021-09-15,2774.000000,2785.000000,2749.050049,2775.449951,2674.512695,1362350
2021-09-16,2752.000000,2797.300049,2752.000000,2768.250000,2667.574707,1259196
2021-09-17,2770.100098,2783.000000,2699.000000,2722.250000,2623.247559,3095032
2021-09-20,2720.000000,2809.000000,2710.050049,2800.350098,2698.507813,2671330
2021-09-21,2810.000000,2859.300049,2796.649902,2812.449951,2710.167236,2277437
2021-09-22,2827.899902,2839.899902,2774.000000,2784.500000,2683.234131,1580594
2021-09-23,2799.000000,2817.699951,2772.850098,2782.300049,2681.114014,1054473
2021-09-24,2770.100098,2780.000000,2731.399902,2746.649902,2646.760254,1635284
2021-09-27,2765.000000,2765.000000,2704.500000,2709.500000,2610.961182,1465932
2021-09-28,2725.000000,2754.449951,2709.899902,2723.850098,2624.789795,1078052
2021-09-29,2714.949951,2744.449951,2677.000000,2685.300049,2587.641602,1503894
2021-09-30,2685.300049,2705.300049,2681.949951,2701.800049,2603.541504,1620199
2021-10-01,2706.000000,2712.000000,2680.100098,2704.050049,2605.709473,956111
2021-10-04,2700.000000,2724.000000,2679.699951,2686.199951,2588.508789,1025005
2021-10-05,2686.199951,2714.949951,2686.000000,2708.649902,2610.142090,562784
2021-10-06,2694.050049,2734.000000,2676.000000,2686.050049,2588.364258,862471
2021-10-07,2698.000000,2704.250000,2666.000000,2669.399902,2572.319580,1082816
2021-10-08,2670.500000,2678.550049,2625.399902,2640.050049,2544.037354,1579941
2021-10-11,2642.199951,2665.500000,2635.500000,2645.100098,2548.903564,1086252
2021-10-12,2625.000000,2688.050049,2625.000000,2676.149902,2578.824219,1174337
2021-10-13,2688.100098,2693.600098,2642.600098,2646.750000,2550.493408,1660007
2021-10-14,2646.750000,2676.750000,2620.000000,2649.550049,2553.191895,2158809
2021-10-18,2672.800049,2678.899902,2643.050049,2654.000000,2557.479736,1758177
2021-10-19,2669.899902,2732.000000,2520.500000,2546.800049,2454.178467,5431133
2021-10-20,2569.000000,2584.000000,2470.000000,2478.649902,2388.506836,4864654
2021-10-21,2503.399902,2505.000000,2428.000000,2445.750000,2356.803467,3254632
2021-10-22,2459.000000,2498.250000,2430.000000,2454.100098,2364.849854,1845622
2021-10-25,2454.100098,2463.550049,2410.000000,2455.850098,2366.536133,1560381
2021-10-26,2468.899902,2468.899902,2417.050049,2436.850098,2362.657959,1595060
2021-10-27,2455.000000,2455.199951,2391.149902,2396.600098,2323.633301,3083879
2021-10-28,2400.000000,2416.000000,2368.000000,2389.649902,2316.895020,2015791
2021-10-29,2400.000000,2402.000000,2373.000000,2393.149902,2320.288330,2453400
2021-11-01,2393.000000,2410.899902,2368.250000,2407.100098,2333.813721,1941114
2021-11-02,2415.000000,2428.000000,2402.000000,2418.899902,2345.254150,1350154
2021-11-03,2434.000000,2434.000000,2386.199951,2411.350098,2337.934326,1591607
2021-11-04,2429.000000,2430.000000,2420.000000,2422.850098,2349.084229,245719
2021-11-08,2449.000000,2449.000000,2400.100098,2431.899902,2357.858643,2555533
2021-11-09,2439.800049,2446.199951,2416.449951,2431.149902,2357.131592,1696949
2021-11-10,2411.050049,2420.000000,2396.000000,2400.149902,2327.075195,1794509
2021-11-11,2402.699951,2406.949951,2366.199951,2376.199951,2303.854248,1282647
2021-11-12,2388.000000,2413.600098,2376.199951,2404.949951,2331.729004,1651974
2021-11-15,2404.100098,2430.000000,2404.100098,2424.750000,2350.926025,1007999
2021-11-16,2434.649902,2434.649902,2400.100098,2406.649902,2333.377441,1245209
2021-11-17,2404.000000,2410.050049,2387.199951,2391.149902,2318.349121,956809
2021-11-18,2390.000000,2406.350098,2370.000000,2399.399902,2326.347900,1236943
2021-11-22,2409.399902,2409.899902,2377.149902,2388.550049,2315.828369,1629290
2021-11-23,2387.800049,2400.000000,2336.500000,2394.199951,2321.306396,1932539
2021-11-24,2406.000000,2406.000000,2367.000000,2374.750000,2302.448486,999070
2021-11-25,2387.000000,2387.000000,2341.000000,2349.050049,2277.531250,1363272
2021-11-26,2344.000000,2365.000000,2325.199951,2335.100098,2264.005859,2450902
2021-11-29,2334.399902,2342.250000,2284.699951,2329.399902,2258.479248,1724612
2021-11-30,2322.000000,2361.000000,2302.000000,2317.550049,2246.989990,3931035
2021-12-01,2340.000000,2356.750000,2323.250000,2344.850098,2273.458984,1263139
2021-12-02,2357.000000,2388.000000,2345.000000,2383.300049,2310.738281,1673117
2021-12-03,2383.300049,2389.899902,2337.899902,2343.649902,2272.295166,1890178
2021-12-06,2344.000000,2363.949951,2301.000000,2306.500000,2236.276367,1079171
2021-12-07,2327.899902,2341.649902,2312.000000,2321.600098,2250.916992,895313
2021-12-08,2318.250000,2344.449951,2318.250000,2340.600098,2269.338379,839769
2021-12-09,2341.000000,2348.600098,2321.550049,2339.750000,2268.514404,716666
2021-12-10,2347.000000,2347.000000,2320.000000,2332.800049,2261.775635,724539
2021-12-13,2352.000000,2352.000000,2301.000000,2304.350098,2234.191895,1804894
2021-12-14,2305.000000,2324.949951,2304.000000,2318.300049,2247.717285,1219031
2021-12-15,2316.000000,2324.800049,2300.500000,2320.949951,2250.286377,755122
2021-12-16,2320.949951,2325.300049,2303.949951,2309.500000,2239.185059,926493
2021-12-17,2303.000000,2308.949951,2226.000000,2230.250000,2162.348145,2439222
2021-12-20,2226.000000,2274.350098,2201.149902,2269.100098,2200.015381,2175705
2021-12-21,2290.000000,2302.699951,2252.750000,2272.850098,2203.651123,1591415
2021-12-22,2300.000000,2317.399902,2269.000000,2277.649902,2208.304932,1661605
2021-12-23,2298.949951,2305.000000,2274.600098,2300.649902,2230.604492,1423081
2021-12-24,2310.000000,2313.000000,2283.300049,2296.949951,2227.017578,895503
2021-12-27,2296.949951,2308.100098,2278.250000,2301.399902,2231.331543,584302
2021-12-28,2310.000000,2318.399902,2297.750000,2309.100098,2238.797607,783710
2021-12-29,2314.899902,2321.850098,2299.050049,2306.850098,2236.615967,1410236
2021-12-30,2308.000000,2330.000000,2296.649902,2325.600098,2254.794922,963711
2021-12-31,2340.000000,2370.350098,2330.000000,2360.149902,2288.293213,1123597
2022-01-03,2378.000000,2378.000000,2353.000000,2361.300049,2289.407959,879278
2022-01-04,2368.949951,2408.100098,2355.350098,2401.250000,2328.141602,1484275
2022-01-05,2403.800049,2420.000000,2392.000000,2415.800049,2342.248779,1202512
2022-01-06,2398.000000,2412.000000,2367.699951,2391.399902,2318.591797,1198901
2022-01-07,2388.000000,2421.899902,2388.000000,2416.149902,2342.587891,1026186
2022-01-10,2425.000000,2425.000000,2402.000000,2407.050049,2333.765137,919447
2022-01-11,2417.149902,2418.300049,2392.000000,2403.649902,2330.468506,1321335
2022-01-12,2407.199951,2416.000000,2398.500000,2413.149902,2339.679199,1487554
2022-01-13,2418.000000,2421.899902,2403.250000,2414.199951,2340.697266,1586299
2022-01-14,2420.000000,2421.000000,2360.800049,2363.699951,2291.734863,1596037
2022-01-17,2364.000000,2394.199951,2345.000000,2389.550049,2316.798096,912205
2022-01-18,2408.699951,2408.699951,2357.399902,2369.500000,2297.358398,1667579
2022-01-19,2364.000000,2368.600098,2305.050049,2309.899902,2239.572998,2145255
2022-01-20,2325.000000,2325.550049,2243.000000,2261.800049,2192.937256,2829711
2022-01-21,2264.800049,2334.350098,2250.000000,2325.399902,2254.601074,4596050
2022-01-24,2338.899902,2344.949951,2266.699951,2284.600098,2215.043457,2231103
2022-01-25,2283.500000,2333.699951,2240.899902,2327.250000,2256.394531,1843543
2022-01-27,2310.000000,2325.600098,2275.000000,2295.350098,2225.466064,2620474
2022-01-28,2294.600098,2318.699951,2278.050049,2283.550049,2214.025391,1967721
2022-01-31,2290.000000,2311.850098,2271.000000,2273.750000,2204.523682,1639875
2022-02-01,2303.300049,2320.000000,2278.399902,2305.649902,2235.452148,1270508
2022-02-02,2324.100098,2333.000000,2296.550049,2327.899902,2257.024902,1246111
2022-02-03,2329.000000,2331.949951,2290.000000,2298.149902,2228.180664,1448039
2022-02-04,2306.000000,2312.750000,2283.000000,2306.600098,2236.373535,1014561
2022-02-07,2295.250000,2316.699951,2237.000000,2257.600098,2188.865479,1207402
2022-02-08,2268.000000,2268.000000,2246.550049,2264.350098,2195.409668,1190660
2022-02-09,2267.550049,2280.350098,2255.600098,2277.649902,2208.304932,1049611
2022-02-10,2280.000000,2285.000000,2255.850098,2283.149902,2213.637451,1195100
2022-02-11,2279.000000,2279.000000,2249.000000,2258.000000,2189.252930,2100036
2022-02-14,2220.000000,2236.250000,2207.000000,2228.550049,2160.699707,1661501
2022-02-15,2247.949951,2304.149902,2222.550049,2290.100098,2220.375732,1533070
2022-02-16,2290.100098,2303.750000,2275.000000,2286.500000,2216.885498,995668
2022-02-17,2282.000000,2313.000000,2276.000000,2307.550049,2237.294434,869374
2022-02-18,2294.000000,2327.800049,2294.000000,2312.550049,2242.142334,890713
2022-02-21,2298.000000,2304.050049,2284.750000,2294.800049,2224.932617,737919
2022-02-22,2280.000000,2280.000000,2250.100098,2269.949951,2200.839355,902667
2022-02-23,2270.000000,2273.949951,2252.250000,2260.399902,2191.580078,1324411
2022-02-24,2200.000000,2242.000000,2160.300049,2171.399902,2105.289795,2997629
2022-02-25,2195.000000,2196.000000,2162.149902,2170.699951,2104.611084,2193728
2022-02-28,2164.000000,2179.899902,2120.000000,2172.100098,2105.968506,2334036
2022-03-02,2128.949951,2154.800049,2123.050049,2149.100098,2083.668701,2034688
2022-03-03,2157.899902,2167.949951,2086.600098,2091.000000,2027.337646,2372998
2022-03-04,2075.000000,2077.949951,1975.250000,2019.500000,1958.014526,6320118
2022-03-07,1979.500000,1980.150024,1927.000000,1943.949951,1884.764526,2976453
2022-03-08,1924.550049,1958.000000,1901.550049,1949.000000,1889.661011,3211938
2022-03-09,1964.000000,2007.050049,1951.000000,1997.900024,1937.072266,2879079
2022-03-10,2051.899902,2114.000000,2049.000000,2101.949951,2037.954224,4879791
2022-03-11,2100.000000,2110.199951,2070.000000,2094.399902,2030.633911,2481643
2022-03-14,2095.000000,2095.000000,2046.099976,2059.300049,1996.602783,1730325
2022-03-15,2045.000000,2080.800049,2025.000000,2038.199951,1976.145020,2391023
2022-03-16,2060.000000,2080.000000,2032.050049,2072.149902,2009.061401,2808685
2022-03-17,2098.100098,2116.699951,2082.350098,2102.050049,2038.051270,2995889
2022-03-21,2106.500000,2110.899902,2046.000000,2051.199951,1988.749268,1674982
2022-03-22,2053.750000,2053.750000,1969.000000,1993.500000,1932.806030,5356303
2022-03-23,2012.000000,2016.550049,1975.250000,1978.550049,1918.311279,3212162
2022-03-24,1970.000000,1991.349976,1951.349976,1965.900024,1906.046509,3054664
2022-03-25,1974.900024,1977.000000,1945.000000,1953.000000,1893.539185,2233647
2022-03-28,1959.949951,1980.800049,1931.300049,1975.099976,1914.966187,1794533
2022-03-29,1980.000000,1994.849976,1974.050049,1987.050049,1926.552490,1249125
2022-03-30,2000.000000,2019.000000,1995.050049,2015.900024,1954.524170,1476829
2022-03-31,2019.400024,2054.000000,2018.000000,2048.649902,1986.276855,2540524
2022-04-01,2054.899902,2085.850098,2038.400024,2078.149902,2014.878662,1714996
2022-04-04,2078.000000,2132.449951,2070.199951,2128.449951,2063.647217,1693019
2022-04-05,2144.500000,2158.000000,2127.000000,2139.800049,2074.651855,1277652
2022-04-06,2135.000000,2164.399902,2121.300049,2142.050049,2076.833496,1736115
2022-04-07,2139.949951,2175.000000,2135.100098,2164.800049,2098.890869,1824732
2022-04-08,2177.699951,2193.500000,2163.500000,2183.050049,2116.585205,1693462
2022-04-11,2188.000000,2194.100098,2138.899902,2163.050049,2097.194092,1380107
2022-04-12,2140.899902,2165.000000,2125.000000,2132.250000,2067.331787,1370233
2022-04-13,2137.699951,2165.000000,2130.699951,2152.149902,2086.625977,1071601
2022-04-18,2148.000000,2182.899902,2135.050049,2177.649902,2111.349365,1828131
